length,ID,rownum,colnum,ratio,FREQUENCY,LON,LAT
,252,11,12,,,116.4908724,39.7907107
,253,11,13,,,116.5026442,39.78936021
,254,11,14,,,116.5144157,39.78800862
,255,11,15,,,116.5261867,39.78665593
,256,11,16,,,116.5379573,39.78530213
,257,11,17,,,116.5497275,39.78394724
,258,11,18,,,116.5614972,39.78259124
,259,11,19,,,116.5732666,39.78123415
,260,11,20,,,116.5850354,39.77987595
,261,11,21,,,116.5968039,39.77851665
,262,11,22,,,116.6085719,39.77715626
,263,11,23,,,116.6203395,39.77579476
,264,11,24,,,116.6321067,39.77443216
,265,12,1,,,116.3630952,39.81454051
,266,12,2,,,116.3748732,39.81320199
,267,12,3,,,116.3866507,39.81186236
,268,12,4,,,116.3984278,39.81052164
,269,12,5,,,116.4102045,39.80917981
,270,12,6,,,116.4219808,39.80783688
,271,12,7,,,116.4337566,39.80649285
,272,12,8,,,116.445532,39.80514772
,273,12,9,,,116.457307,39.80380148
,274,12,10,,,116.4690816,39.80245415
,275,12,11,,,116.4808557,39.80110571
,276,12,12,,,116.4926294,39.79975617
,277,12,13,,,116.5044027,39.79840553
,278,12,14,,,116.5161756,39.79705379
,279,12,15,,,116.527948,39.79570095
,280,12,16,,,116.53972,39.794347
,281,12,17,,,116.5514916,39.79299196
,282,12,18,,,116.5632627,39.79163581
,283,12,19,,,116.5750334,39.79027856
,284,12,20,,,116.5868037,39.78892022
,285,12,21,,,116.5985735,39.78756077
,286,12,22,,,116.610343,39.78620022
,287,12,23,,,116.622112,39.78483857
,288,12,24,,,116.6338805,39.78347581
,289,13,1,,,116.3648373,39.82358751
,290,13,2,,,116.3766166,39.82224884
,291,13,3,,,116.3883956,39.82090907
,292,13,4,,,116.4001741,39.81956819
,293,13,5,,,116.4119522,39.81822622
,294,13,6,,,116.4237299,39.81688314
,295,13,7,,,116.4355071,39.81553896
,296,13,8,,,116.4472839,39.81419368
,297,13,9,,,116.4590603,39.81284729
,298,13,10,,,116.4708363,39.8114998
,299,13,11,,,116.4826118,39.81015122
,300,13,12,,,116.4943869,39.80880153
,301,13,13,,,116.5061616,39.80745074
,302,13,14,,,116.5179358,39.80609884
,303,13,15,,,116.5297097,39.80474585
,304,13,16,,,116.5414831,39.80339176
,305,13,17,,,116.553256,39.80203656
,306,13,18,,,116.5650286,39.80068026
,307,13,19,,,116.5768007,39.79932286
,308,13,20,,,116.5885724,39.79796436
,309,13,21,,,116.6003436,39.79660476
,310,13,22,,,116.6121144,39.79524406
,311,13,23,,,116.6238848,39.79388226
,312,13,24,,,116.6356548,39.79251936
,313,14,1,,,116.3665798,39.83263441
,314,14,2,,,116.3783606,39.83129559
,315,14,3,,,116.3901409,39.82995566
,316,14,4,,,116.4019208,39.82861464
,317,14,5,,,116.4137003,39.82727251
,318,14,6,,,116.4254794,39.82592928
,319,14,7,,,116.437258,39.82458495
,320,14,8,,,116.4490362,39.82323952
,321,14,9,,,116.460814,39.82189298
,322,14,10,,,116.4725914,39.82054535
,323,14,11,,,116.4843683,39.81919661
,324,14,12,,,116.4961448,39.81784677
,325,14,13,,,116.5079209,39.81649583
,326,14,14,,,116.5196966,39.81514379
,327,14,15,,,116.5314718,39.81379064
,328,14,16,,,116.5432466,39.8124364
,329,14,17,,,116.5550209,39.81108105
,330,14,18,,,116.5667949,39.8097246
,331,14,19,,,116.5785684,39.80836705
,332,14,20,,,116.5903415,39.8070084
,333,14,21,,,116.6021141,39.80564865
,334,14,22,,,116.6138863,39.80428779
,335,14,23,,,116.6256581,39.80292584
,336,14,24,,,116.6374295,39.80156278
,337,15,1,,,116.3683227,39.84168118
,338,15,2,,,116.3801049,39.84034221
,339,15,3,,,116.3918866,39.83900214
,340,15,4,,,116.4036679,39.83766097
,341,15,5,,,116.4154488,39.83631869
,342,15,6,,,116.4272293,39.83497531
,343,15,7,,,116.4390094,39.83363083
,344,15,8,,,116.450789,39.83228525
,345,15,9,,,116.4625682,39.83093856
,346,15,10,,,116.4743469,39.82959078
,347,15,11,,,116.4861253,39.82824189
,348,15,12,,,116.4979032,39.8268919
,349,15,13,,,116.5096806,39.82554081
,350,15,14,,,116.5214577,39.82418861
,351,15,15,,,116.5332343,39.82283532
,352,15,16,,,116.5450105,39.82148092
,353,15,17,,,116.5567863,39.82012542
,354,15,18,,,116.5685616,39.81876882
,355,15,19,,,116.5803365,39.81741112
,356,15,20,,,116.592111,39.81605232
,357,15,21,,,116.6038851,39.81469241
,358,15,22,,,116.6156587,39.81333141
,359,15,23,,,116.6274319,39.8119693
,360,15,24,,,116.6392046,39.81060609
,361,16,1,,,116.3700661,39.85072784
,362,16,2,,,116.3818496,39.84938872
,363,16,3,,,116.3936328,39.8480485
,364,16,4,,,116.4054155,39.84670718
,365,16,5,,,116.4171978,39.84536475
,366,16,6,,,116.4289797,39.84402122
,367,16,7,,,116.4407611,39.84267659
,368,16,8,,,116.4525421,39.84133086
,369,16,9,,,116.4643227,39.83998403
,370,16,10,,,116.4761029,39.83863609
,371,16,11,,,116.4878826,39.83728705
,372,16,12,,,116.4996619,39.83593691
,373,16,13,,,116.5114408,39.83458567
,374,16,14,,,116.5232193,39.83323332
,375,16,15,,,116.5349973,39.83187988
,376,16,16,,,116.5467749,39.83052533
,377,16,17,,,116.5585521,39.82916968
,378,16,18,,,116.5703288,39.82781293
,379,16,19,,,116.5821051,39.82645507
,380,16,20,,,116.593881,39.82509612
,381,16,21,,,116.6056564,39.82373606
,382,16,22,,,116.6174314,39.82237491
,383,16,23,,,116.629206,39.82101265
,384,16,24,,,116.6409802,39.81964929
,385,17,1,,,116.3718099,39.85977439
,386,17,2,,,116.3835948,39.85843512
,387,17,3,,,116.3953794,39.85709475
,388,17,4,,,116.4071635,39.85575328
,389,17,5,,,116.4189472,39.8544107
,390,17,6,,,116.4307305,39.85306702
,391,17,7,,,116.4425133,39.85172224
,392,17,8,,,116.4542957,39.85037636
,393,17,9,,,116.4660777,39.84902937
,394,17,10,,,116.4778593,39.84768129
,395,17,11,,,116.4896404,39.8463321
,396,17,12,,,116.5014211,39.84498181
,397,17,13,,,116.5132014,39.84363041
,398,17,14,,,116.5249813,39.84227792
,399,17,15,,,116.5367607,39.84092432
,400,17,16,,,116.5485397,39.83956962
,401,17,17,,,116.5603183,39.83821382
,402,17,18,,,116.5720964,39.83685692
,403,17,19,,,116.5838741,39.83549891
,404,17,20,,,116.5956514,39.83413981
,405,17,21,,,116.6074282,39.8327796
,406,17,22,,,116.6192046,39.83141829
,407,17,23,,,116.6309806,39.83005588
,408,17,24,,,116.6427562,39.82869237
,409,18,1,,,116.3735541,39.86882082
,410,18,2,,,116.3853404,39.8674814
,411,18,3,,,116.3971264,39.86614088
,412,18,4,,,116.4089119,39.86479926
,413,18,5,,,116.420697,39.86345653
,414,18,6,,,116.4324817,39.8621127
,415,18,7,,,116.4442659,39.86076777
,416,18,8,,,116.4560498,39.85942174
,417,18,9,,,116.4678331,39.8580746
,418,18,10,,,116.4796161,39.85672637
,419,18,11,,,116.4913986,39.85537703
,420,18,12,,,116.5031808,39.85402658
,421,18,13,,,116.5149624,39.85267504
,422,18,14,,,116.5267437,39.85132239
,423,18,15,,,116.5385245,39.84996865
,424,18,16,,,116.5503049,39.8486138
,425,18,17,,,116.5620849,39.84725784
,426,18,18,,,116.5738644,39.84590079
,427,18,19,,,116.5856435,39.84454264
,428,18,20,,,116.5974222,39.84318338
,429,18,21,,,116.6092005,39.84182302
,430,18,22,,,116.6209783,39.84046156
,431,18,23,,,116.6327556,39.839099
,432,18,24,,,116.6445326,39.83773533
,433,19,1,,,116.3752987,39.87786713
,434,19,2,,,116.3870865,39.87652756
,435,19,3,,,116.3988738,39.87518689
,436,19,4,,,116.4106608,39.87384512
,437,19,5,,,116.4224473,39.87250225
,438,19,6,,,116.4342333,39.87115827
,439,19,7,,,116.446019,39.86981319
,440,19,8,,,116.4578042,39.868467
,441,19,9,,,116.469589,39.86711972
,442,19,10,,,116.4813734,39.86577133
,443,19,11,,,116.4931573,39.86442184
,444,19,12,,,116.5049408,39.86307125
,445,19,13,,,116.5167239,39.86171955
,446,19,14,,,116.5285066,39.86036676
,447,19,15,,,116.5402888,39.85901286
,448,19,16,,,116.5520706,39.85765786
,449,19,17,,,116.5638519,39.85630175
,450,19,18,,,116.5756329,39.85494455
,451,19,19,,,116.5874134,39.85358624
,452,19,20,,,116.5991935,39.85222683
,453,19,21,,,116.6109731,39.85086632
,454,19,22,,,116.6227523,39.84950471
,455,19,23,,,116.6345311,39.848142
,456,19,24,,,116.6463095,39.84677818
,457,20,1,,,116.3770438,39.88691333
,458,20,2,,,116.3888329,39.88557361
,459,20,3,,,116.4006217,39.88423279
,460,20,4,,,116.41241,39.88289087
,461,20,5,,,116.4241979,39.88154784
,462,20,6,,,116.4359854,39.88020372
,463,20,7,,,116.4477724,39.87885849
,464,20,8,,,116.4595591,39.87751215
,465,20,9,,,116.4713453,39.87616472
,466,20,10,,,116.483131,39.87481618
,467,20,11,,,116.4949164,39.87346654
,468,20,12,,,116.5067013,39.87211579
,469,20,13,,,116.5184858,39.87076395
,470,20,14,,,116.5302698,39.869411
,471,20,15,,,116.5420535,39.86805695
,472,20,16,,,116.5538367,39.8667018
,473,20,17,,,116.5656194,39.86534555
,474,20,18,,,116.5774018,39.86398819
,475,20,19,,,116.5891837,39.86262973
,476,20,20,,,116.6009652,39.86127017
,477,20,21,,,116.6127462,39.85990951
,478,20,22,,,116.6245268,39.85854774
,479,20,23,,,116.636307,39.85718488
,480,20,24,,,116.6480867,39.85582091
,481,21,1,,,116.3787892,39.89595941
,482,21,2,,,116.3905798,39.89461954
,483,21,3,,,116.40237,39.89327857
,484,21,4,,,116.4141597,39.8919365
,485,21,5,,,116.425949,39.89059332
,486,21,6,,,116.4377379,39.88924905
,487,21,7,,,116.4495263,39.88790367
,488,21,8,,,116.4613144,39.88655718
,489,21,9,,,116.473102,39.8852096
,490,21,10,,,116.4848891,39.88386091
,491,21,11,,,116.4966759,39.88251112
,492,21,12,,,116.5084622,39.88116022
,493,21,13,,,116.5202481,39.87980823
,494,21,14,,,116.5320335,39.87845513
,495,21,15,,,116.5438186,39.87710093
,496,21,16,,,116.5556032,39.87574563
,497,21,17,,,116.5673873,39.87438922
,498,21,18,,,116.5791711,39.87303171
,499,21,19,,,116.5909544,39.8716731
,500,21,20,,,116.6027373,39.87031339
,501,21,21,,,116.6145197,39.86895258
,502,21,22,,,116.6263017,39.86759066
,503,21,23,,,116.6380833,39.86622764
,504,21,24,,,116.6498645,39.86486352
